GameID	Precipitation	SnowFall	SnowDepth	MaxTemperature	MinTemperature	FogFlag	ThunderFlag	HailFlag	DustFlag	HighWindFlag	RainFlag	SnowFlag	UnknownPrecipFlag
5565	1	1	2	33	21	0	0	0	0	0	0	0	0
5566	0	0	0	35	23	0	0	0	0	0	0	0	0
5567	0	0	2	35	10	0	0	0	0	0	0	0	0
5568	11	17	2	35	8	1	0	0	0	0	0	1	0
5569	0			32	15	0	0	0	0	0	0	0	0
5570	0	0	5	26	14	0	0	0	0	0	0	0	0
5571	0	0	0	68	46	1	0	0	1	0	0	0	0
5572	0	0	0	64	46	0	0	0	0	0	0	0	0
5573	0			37	15	0	0	0	0	0	0	0	0
5574	0	0	0	35	21	0	0	0	0	0	0	0	0
5575				12	0	1	0	0	1	0	0	0	0
5576	0	0	17	8	-7	0	0	0	0	0	0	0	0
5577	0	0	5	19	6	0	0	0	0	0	0	0	0
5578	0	0	0	64	46	1	0	0	1	0	0	0	0
5579	0	0	0	39	33	1	0	0	0	0	0	0	0
5580	1	0	0	48	37	0	0	0	0	0	0	0	0
5581	0			17	0	0	0	0	0	0	0	0	0
5582	0	0	0	53	42	1	0	0	0	0	1	0	0
5583	0	0	0	33	6	0	0	0	0	0	0	0	0
5584	0	0	0	78	48	0	0	0	0	0	0	0	0
5585	0	0	10	-7	19	0	0	0	0	0	0	0	0
5586	0	0	0	53	39	1	0	0	0	0	0	0	0
5587	0	0	0	48	37	0	0	0	0	0	1	0	0
5588				51	30	0	0	0	0	0	0	0	0
5589	0	0	0	33	23	0	0	0	0	0	0	0	0
5590	0	0	0	53	41	0	0	0	0	0	0	0	0
5591	0	0	0	57	33	0	0	0	0	0	0	0	0
5592				78	62	1	0	0	0	0	1	0	0
5593	2	0	0	62	55	0	0	0	0	0	1	0	0
5594	27	0	0	73	59	1	0	0	0	0	1	0	0
5595	0	0	0	78	73	0	0	0	0	0	1	0	0
5596	0	0	0	80	57	1	1	0	1	0	1	0	0
5597	0	0	0	91	66	0	0	0	0	0	0	0	0
5598	0	0	0	77	62	0	0	0	0	0	0	0	0
5599	0	0	0	95	75	0	0	0	0	0	0	0	0
5600	0	0	0	77	53	0	0	0	0	0	0	0	0
5601	0	0	0	69	55	0	0	0	0	0	0	0	0
5602	0	0	0	84	57	0	0	0	0	0	0	0	0
5603	15	0	0	51	46	0	0	0	0	0	0	0	0
5604	0	0	0	77	42	0	0	0	0	0	0	0	0
5605	0	0	0	57	37	0	0	0	0	0	0	0	0
5606	0	0	0	75	62	0	0	0	0	0	0	0	0
5607	0	0	0	75	62	0	0	0	0	0	0	0	0
5608	5	0	0	75	53	0	0	0	0	0	0	0	0
5609				64	51	0	0	0	0	0	1	0	0
5610	0	0	0	82	69	0	0	0	0	0	0	0	0
5611	0	0	0	75	66	0	0	0	0	0	1	0	0
5612	0	0	0	64	78	0	0	0	0	0	0	0	0
5613	0	0	0	60	71	0	0	0	0	0	0	0	0
5614	0	0	0	71	44	1	0	0	0	0	0	0	0
5615	0	0	0	75	62	1	0	0	0	0	0	0	0
5616	0	0	0	77	64	0	0	0	0	0	1	0	0
5617	4	0	0	84	50	0	0	0	0	0	0	0	0
5618	0	0	0	93	69	0	0	0	0	0	0	0	0
5619	0	0	0	75	64	0	0	0	0	0	0	0	0
5620	0	0	0	77	53	0	0	0	0	0	1	0	0
5621	0	0	0	64	32	0	0	0	0	0	0	0	0
5622	11	0	0	64	75	0	0	0	0	0	0	0	0
5623				75	60	0	0	0	0	0	0	0	0
5624	21	0	0	78	53	1	1	0	0	0	1	0	0
5625	3	0	0	91	71	1	0	0	0	0	1	0	0
5626	2	0	0	64	44	0	0	0	0	0	0	0	0
5627	0	0	0	64	39	0	0	0	0	0	0	0	0
5628	0	0	0	68	44	0	0	0	0	0	0	0	0
5629	0	0	0	73	55	1	0	0	1	0	0	0	0
5630	0	0	0	33	51	0	0	0	0	0	0	0	0
5631	0	0	0	69	51	0	0	0	0	0	0	0	0
5632	0	0	0	50	35	0	0	0	0	0	0	0	0
5633	0	0	0	82	71	0	0	0	0	0	0	0	0
5634	0	0	2	39	24	0	0	0	0	0	0	0	0
5635	0	0	0	73	51	0	0	0	0	0	0	0	0
5636	0	0	0	75	48	0	0	0	0	0	0	0	0
5637	0	0	0	69	48	0	0	0	0	0	0	0	0
5638	16	0	0	60	39	1	0	0	0	0	1	0	0
5639	0	0	0	84	55	0	0	0	0	0	0	0	0
5640	0	0	0	50	24	0	0	1	0	0	1	1	0
5641	0	0	0	87	57	0	0	0	0	0	0	0	0
5642	0	0	0	87	57	0	0	0	0	0	0	0	0
5643	0	0	0	62	37	0	0	0	0	0	0	0	0
5644	0	0	0	84	57	0	0	0	0	0	0	0	0
5645	0	0	0	39	21	0	0	0	0	0	0	0	0
5646	0	0	0	55	28	0	0	0	0	0	0	0	0
5647	0	0	0	46	24	0	0	0	0	0	0	0	0
5648	0	0	0	62	32	0	0	0	0	0	0	0	0
5649	0	0	0	69	57	1	0	0	1	0	0	0	0
5650				57	39	1	0	0	0	0	1	0	0
5651	17	0	0	69	55	1	1	0	0	0	1	0	0
5652	0	0	0	75	46	1	0	0	0	0	0	0	0
5653	0	0	0	80	57	0	0	0	0	0	0	0	0
5654	0	0	0	51	33	0	0	0	0	0	0	0	0
5655				64	46	0	0	0	0	0	0	0	0
5656	0	0	0	71	44	0	0	0	0	0	0	0	0
5657	0	0	0	73	46	0	0	0	0	0	0	0	0
5658	0	0	0	46	26	0	0	0	0	0	0	0	0
5659	0	0	0	44	37	0	0	0	0	0	0	0	0
5660	10	0	0	55	48	0	0	0	0	0	0	0	0
5661	0	0	0	60	33	0	0	0	0	0	0	0	0
5662	0	0	0	26	48	0	0	0	0	0	0	0	0
5663	0	0	0	78	55	0	0	0	0	0	0	0	0
5664	0	0	0	51	35	0	0	0	0	0	0	0	0
5665	0	0	0	19	37	0	0	0	0	0	0	0	0
5666	0	0	0	82	62	0	0	0	0	0	0	0	0
5667	0	0	0	39	32	0	0	0	0	0	0	0	0
5668	0	0	0	50	21	0	0	0	0	0	0	0	0
5669	16	0	0	26	41	1	1	0	0	0	0	0	0
5670	1	0	12	30	-7	0	0	0	0	0	0	0	0
5671	0	0	0	46	26	0	0	0	0	0	0	0	0
5672	0	0	0	55	35	0	0	0	0	0	0	0	0
5673	0	0	0	15	3	0	0	0	0	0	0	0	0
5674	0	0	0	51	64	0	0	0	0	0	0	0	0
5675	21	0	0	39	26	0	0	0	0	0	0	0	0
5676	6	0	0	69	51	1	0	0	0	0	1	0	0
5677	2	0	0	73	28	1	0	0	0	0	1	0	0
5678	0	0	0	82	73	0	0	0	0	0	0	0	0
5679	0	0	12	-2	-13	0	0	0	0	0	0	1	0
5680	0	0	0	84	66	1	0	0	0	0	0	0	0
5681	0	0	0	41	-7	0	0	0	0	0	0	0	0
5682	0	0	0	39	57	0	0	0	0	0	0	0	0
5683	0	0	0	64	44	0	0	0	0	0	0	0	0
5684	0	0	0	39	19	0	0	0	0	0	0	0	0
5685	21	0	0	53	42	0	0	0	0	0	1	0	0
5686	2	2	7	28	12	0	0	0	0	0	0	0	0
5687	1	1	5	37	19	1	0	0	0	0	1	1	0
5688	0	0	0	57	48	1	0	0	1	0	1	0	0
5689	1	0	0	44	19	1	0	1	0	0	1	1	0
5690	0	0	0	64	42	0	0	0	0	0	0	0	0
5691	0	0	0	73	55	0	0	0	0	0	0	0	0
5692	0	0	0	89	75	0	0	0	0	0	0	0	0
5693	0	0	0	69	48	0	0	0	0	0	0	0	0
5694	0	0	0	77	59	0	0	0	0	0	0	0	0
5695	0	0	0	53	87	0	0	0	0	0	0	0	0
5696	0	0	0	86	62	0	0	0	0	0	0	0	0
5697	0	0	0	82	69	1	0	0	0	0	0	0	0
5698	0	0	0	78	62	1	0	0	1	0	0	0	0
5699	0	0	0	44	69	0	0	0	0	0	0	0	0
5700	0	0	0	84	71	1	0	0	1	0	0	0	0
5701				89	69	0	0	0	1	0	0	0	0
5702	0	0	0	86	57	0	0	0	0	0	0	0	0
5703	0	0	0	62	84	0	0	0	0	0	0	0	0
5704	7	0	0	87	71	1	0	0	0	0	1	0	0
5705	0	0	0	93	73	0	0	0	0	0	0	0	0
5706				93	71	1	0	0	1	0	0	0	0
5707	11	0	0	91	71	1	1	0	1	0	1	0	0
5708	0	0	0	73	62	1	0	0	1	0	0	0	0
5709	0	0	0	89	69	1	0	0	1	0	0	0	0
5710	0	0	0	93	73	0	0	0	0	0	0	0	0
5711	1	0	0	96	77	0	0	0	0	0	0	0	0
5712	19	0	0	71	51	1	0	0	0	0	1	0	0
5713				69	50	0	0	0	0	0	0	0	0
5714	0	0	0	78	55	0	0	0	0	0	0	0	0
5715				64	41	0	0	0	0	0	0	0	0
5716	0	0	0	100	75	0	0	0	0	0	0	0	0
5717	0	0	0	71	62	1	0	0	1	0	0	0	0
5718	0	0	0	69	53	1	0	0	1	0	0	0	0
5719	0	0	0	75	53	0	0	0	0	0	0	0	0
5720	0	0	0	64	41	0	0	0	0	0	0	0	0
5721	0	0	0	50	41	0	0	0	0	0	0	0	0
5722	11	0	0	53	75	0	0	0	0	0	0	0	0
5723	3	0	0	57	69	0	0	0	0	0	0	0	0
5724	0	0	0	51	35	0	0	0	0	0	1	0	0
5725	0	0	0	48	35	0	0	0	0	0	0	0	0
5726	0	0	0	71	62	1	0	0	1	0	0	0	0
5727	0	0	0	73	37	0	0	0	0	0	0	0	0
5728	0	0	0	46	32	0	0	0	0	0	0	0	0
5729	0	0	0	78	51	0	0	0	0	0	0	0	0
5730	0	0	0	78	51	0	0	0	0	0	0	0	0
5731	2	0	0	66	44	0	0	0	0	0	0	0	0
5732	0	0	0	66	33	1	0	0	0	0	1	0	0
5733	4	0	0	86	73	0	0	0	0	0	1	0	0
5734	0	0	0	80	50	0	0	0	0	0	0	0	0
5735	0	0	0	96	69	0	0	0	0	0	0	0	0
5736	0	0	0	66	32	0	0	0	0	0	0	0	0
5737	0	0	0	57	37	0	0	0	0	0	0	0	0
5738	0	0	0	57	28	0	0	0	0	0	0	0	0
5739	0	0	0	75	60	1	0	0	1	0	0	0	0
5740	0	0	0	89	69	0	0	0	0	0	0	0	0
5741	1	0	0	82	73	0	0	0	0	0	1	0	0
5742	28	0	0	66	53	0	0	0	0	0	0	0	0
5743	0	0	0	87	69	0	0	0	0	0	0	0	0
5744	3	0	0	69	53	1	0	0	0	0	1	0	0
5745	0	0	0	55	73	0	0	0	0	0	0	0	0
5746				73	59	0	0	0	0	0	0	0	0
5747	10	0	0	75	60	0	0	0	0	0	0	0	0
5748	0	0	0	51	35	0	0	0	0	0	0	0	0
5749	13	13	0	37	24	0	0	0	0	0	0	0	0
5750	0	0	0	26	14	0	0	0	0	0	0	0	0
5751	0	0	0	42	26	0	0	0	0	0	0	0	0
5752	0	0	0	28	19	0	0	0	0	0	0	0	0
5753	0	0	0	69	33	0	0	0	0	0	0	0	0
5754	0	0	0	44	19	0	0	1	0	0	1	0	0
5755	1	0	0	48	37	0	0	0	0	0	0	0	0
5756	0	0	0	33	42	0	0	0	0	0	0	0	0
5757	0	0	0	42	33	0	0	0	0	0	0	0	0
5758	0	0	33	32	28	0	0	0	0	0	0	0	0
5759	0	0	0	73	55	0	0	0	0	0	0	0	0
5760	83	0	0	69	57	0	0	0	0	0	0	0	0
5761	0	0	0	66	50	0	0	0	0	0	0	0	0
5762	0	0	0	30	62	0	0	0	0	0	0	0	0
5763	9	0	0	60	46	1	0	0	0	0	1	0	0
5764	0	0	0	62	50	0	0	0	1	0	1	0	0
5765				48	35	0	0	0	0	0	0	0	0
5766	0	0	0	50	28	0	0	0	0	0	0	0	0
5767	5	0	0	64	53	1	0	0	0	0	1	0	0
5768	0	0	0	82	69	0	0	0	0	0	0	0	0
5769	0	0	0	73	46	0	0	0	0	0	0	0	0
5770	0	0	0	66	46	0	0	0	0	0	0	0	0
5771	0	0	0	57	30	0	0	0	0	0	0	0	0
5772	0	0	0	46	42	0	0	0	0	0	0	0	0
5773	0	0	0	68	39	0	0	0	0	0	0	0	0
5774	0	0	0	82	75	0	0	0	0	0	1	0	0
5775	0	0	0	62	42	0	0	0	0	0	0	0	0
5776	0	0	0	41	37	0	0	0	0	0	0	0	0
5777	16	0	0	66	37	0	0	0	0	0	0	0	0
5778	0	0	0	62	44	0	0	0	0	0	0	0	0
5779	0	0	0	62	46	0	0	0	0	0	0	0	0
5780	0	0	0	60	50	0	0	0	0	0	0	0	0
5781	0	0	0	32	48	0	0	0	0	0	0	0	0
5782	0	0	0	51	33	0	0	0	0	0	0	0	0
5783	0	0	0	64	37	1	0	0	1	0	0	0	0
5784	6	0	0	59	51	1	0	0	1	0	1	0	0
5785	1	0	0	51	46	1	0	0	0	0	1	0	0
5786	0	0	0	82	64	0	0	0	0	0	0	0	0
5787	0	0	30	12	-2	0	0	1	0	0	0	1	0
5788	1	4	0	32	19	0	0	0	0	0	0	1	0
5789	0	0	0	50	19	0	0	0	0	0	0	0	0
5790	0	0	0	32	60	0	0	0	0	1	0	0	0
5791	0	0	0	37	19	0	0	0	0	0	0	1	0
5792				39	33	0	0	0	0	0	0	0	0
5793	0	0	0	64	33	0	0	0	0	0	0	0	0
5794	0	0	25	39	17	0	0	0	0	0	0	0	0
5795	0	0	0	62	48	0	0	0	0	0	0	0	0
5796	0	0	0	75	50	1	0	0	0	0	0	0	0
5797	0	0	0	41	30	1	0	0	0	0	0	0	0
5798	8	0	0	53	46	1	0	0	0	0	1	0	0
5799	0	0	0	66	51	0	0	0	0	0	0	0	0
5800	0	0	0	39	24	1	0	0	0	0	1	0	0
5801	0	0	0	46	42	0	0	0	0	0	0	0	0
5802	0	0	0	60	39	1	0	0	1	0	0	0	0
5803	0	0	0	39	32	1	0	0	0	0	1	0	0
5804	0	0	0	46	26	0	0	0	0	0	0	0	0
5805	0	0	25	26	6	0	0	0	0	0	0	0	0
5806	0	0	0	91	73	0	0	0	0	0	0	0	0
5807	0	0	0	93	71	0	1	0	0	0	0	0	0
5808	6	0	0	78	66	1	0	0	1	0	1	0	0
5809	0	0	0	82	62	0	0	0	0	0	0	0	0
5810	0	0	0	82	46	0	0	0	0	0	0	0	0
5811	0	0	0	57	75	0	0	0	0	0	0	0	0
5812	3	0	0	75	60	1	1	0	0	0	1	0	0
5813	0	0	0	93	73	0	0	0	0	0	0	0	0
5814				71	53	0	0	0	1	0	0	0	0
5815	3	0	0	87	71	1	1	0	0	0	1	0	0
5816	0	0	0	102	82	0	0	0	0	0	0	0	0
5817	0	0	0	75	62	0	0	0	0	0	0	0	0
5818	0	0	0	75	46	1	0	0	0	0	0	0	0
5819	0	0	0	87	53	0	0	0	0	0	0	0	0
5820	0	0	0	93	71	0	0	0	0	0	1	0	0
5821	0	0	0	71	48	1	0	0	0	0	0	0	0
5822	0	0	0	95	75	0	0	0	0	0	0	0	0
5823	0	0	0	51	71	0	0	0	0	0	0	0	0
5824	0	0	0	69	44	0	0	0	0	0	0	0	0
5825	0	0	0	77	62	0	0	0	0	0	0	0	0
5826				77	55	0	0	0	0	0	0	0	0
5827	0	0	0	77	55	0	0	0	0	0	0	0	0
5828	0	0	0	80	71	0	0	0	0	0	1	0	0
5829	0	0	0	71	55	0	0	0	0	0	0	0	0
5830	0	0	0	66	44	0	0	0	0	0	0	0	0
5831	0	0	0	62	42	0	0	0	0	0	0	0	0
5832				64	48	0	0	0	0	0	0	0	0
5833	0	0	0	69	50	0	0	0	0	0	0	0	0
5834	0	0	0	93	68	0	0	0	0	0	0	0	0
5835	0	0	0	84	71	0	0	0	0	0	1	0	0
5836	0	0	0	59	39	0	0	0	0	0	0	0	0
5837	0	0	0	75	59	0	0	0	0	0	0	0	0
5838	0	0	0	82	53	0	0	0	0	0	0	0	0
5839	1	0	0	78	59	0	0	0	0	0	1	0	0
5840	0	0	0	53	44	1	0	0	0	0	1	0	0
5841	0	0	0	46	71	0	0	0	0	0	0	0	0
5842	0	0	0	53	64	0	0	0	0	0	0	0	0
5843	0	0	0	62	41	0	0	0	0	0	1	0	0
5844	0	0	0	66	35	0	0	0	0	0	0	0	0
5845	0	0	0	69	60	1	0	0	1	0	0	0	0
5846	0	0	0	50	26	0	0	0	0	0	0	0	0
5847	6	0	0	42	33	0	0	0	0	0	0	0	0
5848	0	0	0	73	50	0	0	0	0	0	0	0	0
5849	0	0	0	69	62	0	0	0	0	0	0	0	0
5850	0	0	0	69	55	1	0	0	0	0	1	0	0
5851	0	0	0	84	69	0	0	0	0	0	0	0	0
5852	0	0	0	73	60	0	0	0	0	0	0	0	0
5853	0	0	0	78	53	1	0	0	1	0	0	0	0
5854	8	0	0	42	64	0	0	0	0	0	0	0	0
5855	8	0	0	39	53	0	0	0	0	0	0	0	0
5856	0	0	0	73	62	0	0	0	1	0	0	0	0
5857	0	0	0	73	55	1	0	0	0	0	1	0	0
5858				42	37	1	0	0	0	0	1	0	0
5859	46	0	0	82	66	0	1	0	0	0	1	0	0
5860	0	0	0	80	55	0	0	0	0	0	0	0	0
5861	0	0	0	80	55	0	0	0	0	0	0	0	0
5862	0	0	0	57	46	0	0	0	0	0	0	0	0
5863	2	0	0	44	41	1	0	0	0	0	1	0	0
5864	1	0	0	48	42	0	0	0	0	0	0	0	0
5865	0	0	0	37	32	0	0	0	0	0	0	0	0
5866	0	0	0	26	44	0	0	0	0	0	0	0	0
5867	0	0	0	48	32	1	0	0	0	0	0	0	0
5868	0	0	0	60	33	0	0	0	0	0	0	0	0
5869	0	0	0	71	57	1	0	0	1	0	0	0	0
5870	7	0	0	50	39	1	1	1	0	0	1	0	0
5871	0	0	0	55	39	0	0	0	0	0	0	0	0
5872	0	0	0	33	15	0	0	0	0	0	0	0	0
5873	0	0	0	73	46	0	0	0	0	0	0	0	0
5874	2	6	0	33	21	1	0	0	0	0	0	1	0
5875	0	0	0	69	42	0	0	0	0	0	0	0	0
5876	0	0	0	69	28	0	0	0	0	0	0	0	0
5877	0	0	0	23	44	0	0	0	0	0	0	0	0
5878	0	0	0	59	30	0	0	0	0	0	0	0	0
5879	0	0	0	66	46	0	0	0	1	0	0	0	0
5880	0	0	0	80	62	0	0	0	0	0	0	0	0
5881	1	0	0	82	75	0	0	0	0	0	1	0	0
5882	0	0	0	50	37	0	0	0	0	0	0	0	0
5883	3	0	0	60	51	0	0	0	0	0	0	0	0
5884	0	0	0	66	46	0	0	0	0	0	0	0	0
5885	26	0	0	57	48	1	1	0	0	0	1	0	0
5886				46	35	1	0	0	0	0	1	0	0
5887	0	0	0	48	30	0	0	0	0	0	0	0	0
5888	0	0	0	53	30	0	0	0	0	0	0	0	0
5889	0	0	0	33	28	0	0	0	0	0	0	0	0
5890	0	0	0	26	48	0	0	0	0	0	0	0	0
5891	0	0	0	71	50	0	0	0	0	0	0	0	0
5892	0	0	0	62	44	0	0	0	0	0	0	0	0
5893	3	0	0	48	37	1	0	0	0	0	1	0	0
5894	0	0	0	66	37	0	0	0	0	0	0	0	0
5895	0	0	0	75	46	0	0	0	0	0	0	0	0
5896	0	0	5	33	19	0	0	0	0	0	0	1	0
5897	0	0	2	28	15	0	0	0	0	0	0	1	0
5898	16	0	0	60	51	0	0	0	0	0	0	0	0
5899				37	28	0	0	0	0	0	0	0	0
5900	0	0	0	17	26	0	0	0	0	0	0	0	0
5901	0	0	0	57	48	0	0	0	0	0	1	0	0
5902				39	32	1	0	0	0	0	0	0	0
5903	0	0	0	69	64	0	0	0	0	0	1	0	0
5904	6	2	0	35	33	0	0	0	0	0	0	0	0
5905	0	0	0	62	41	0	0	0	0	0	0	0	0
5906	0	0	0	68	37	0	0	0	0	0	0	0	0
5907	0	0	0	42	32	0	0	0	0	0	0	0	0
5908	6	0	0	33	35	0	0	0	0	0	0	0	0
5909	0	0	0	51	35	0	0	0	0	0	0	0	0
5910				37	21	0	0	0	0	0	1	0	0
5911	0	0	0	73	60	0	0	0	0	0	0	0	0
5912	8	0	0	53	33	0	0	0	0	0	0	0	0
5913	4	0	0	44	24	0	0	0	0	0	0	0	0
5914	0	0	0	62	39	0	0	0	0	0	0	0	0
5915	7	0	0	24	48	0	0	0	0	0	0	0	0
5916	3	0	0	51	39	0	0	0	0	0	0	0	0
5917	0	0	0	26	39	0	0	0	0	0	0	0	0
5918	0	0	0	62	48	1	0	0	1	0	1	0	0
5919	0	0	5	37	14	0	0	0	0	0	0	0	0
5920	0	0	7	6	24	0	0	0	0	0	0	0	0
5921	13	0	0	62	48	1	0	0	0	0	1	0	0
5922	0	0	0	8	37	0	0	0	0	0	0	0	0
5923	35	0	0	55	48	0	0	0	0	0	1	0	0
5924	0	0	10	28	3	1	0	1	0	0	1	1	0
5925	6	0	0	50	24	1	0	1	0	0	1	1	0
5926	0	0	0	33	26	0	0	0	0	0	0	0	0
5927	1	0	0	64	42	0	0	0	0	0	0	0	0
5928				73	59	0	0	0	0	0	0	0	0
5929	0	0	0	73	66	0	0	0	0	0	0	0	0
5930	0	0	0	78	57	0	0	0	0	0	0	0	0
5931	0	0	0	78	55	0	0	0	0	0	0	0	0
5932	0	0	0	77	62	0	0	0	0	0	0	0	0
5933	0	0	0	78	55	0	0	0	0	0	0	0	0
5934	0	0	0	89	75	0	0	0	0	0	0	0	0
5935	0	0	0	96	75	0	1	0	0	0	1	0	0
5936	0	0	0	41	71	0	0	0	0	0	0	0	0
5937	0	0	0	78	55	0	0	0	0	0	0	0	0
5938	0	0	0	87	64	0	0	0	0	0	0	0	0
5939	0	0	0	89	71	0	0	0	0	0	0	0	0
5940	0	0	0	95	66	0	0	0	0	0	0	0	0
5941	1	0	0	48	64	0	0	0	0	0	0	0	0
5942	0	0	0	50	66	0	0	0	0	0	0	0	0
5943	0	0	0	73	59	0	0	0	0	0	0	0	0
5944	0	0	0	69	51	1	0	0	0	0	0	0	0
5945	0	0	0	73	50	0	0	0	0	0	0	0	0
5946	0	0	0	75	55	1	0	0	0	0	0	0	0
5947				60	53	1	0	0	0	0	1	0	0
5948	5	0	0	91	69	0	1	0	0	0	1	0	0
5949	30	0	0	69	55	0	0	0	0	0	0	0	0
5950	28	0	0	60	51	0	0	0	0	0	0	0	0
5951	0	0	0	62	53	0	0	0	0	0	0	0	0
5952	45	0	0	42	73	0	0	0	0	0	0	0	0
5953	0	0	0	66	51	0	0	0	0	0	0	0	0
5954	0	0	0	87	69	0	0	0	0	0	0	0	0
5955	0	0	0	55	37	0	0	0	0	0	0	0	0
5956	10	0	0	73	60	0	0	0	0	0	0	0	0
5957	0	0	0	82	41	0	0	0	0	0	0	0	0
5958	9	0	0	50	69	0	0	0	0	0	0	0	0
5959	0	0	0	77	46	0	0	0	0	0	0	0	0
5960	0	0	0	77	64	0	0	0	0	0	0	0	0
5961	0	0	0	60	53	0	0	0	0	0	1	0	0
5962	0	0	0	91	68	0	0	0	0	0	0	0	0
5963	0	0	0	51	26	0	0	0	0	0	0	0	0
5964	0			53	37	0	0	0	0	0	0	0	0
5965	0	0	0	55	30	0	0	0	0	0	0	0	0
5966	0	0	0	68	57	1	0	0	0	0	1	0	0
5967	0	0	0	69	53	0	0	0	0	0	0	0	0
5968	12	0	0	75	60	1	1	0	0	0	1	0	0
5969	0	0	0	42	57	0	0	0	0	0	0	0	0
5970	9	0	0	66	51	1	0	0	0	0	1	0	0
5971	0	0	0	78	50	0	0	0	0	0	0	0	0
5972	0	0	0	69	42	0	0	0	0	0	0	0	0
5973	0	0	0	73	59	1	0	0	1	0	0	0	0
5974	0	0	0	82	51	0	0	0	0	0	0	0	0
5975	0	0	0	41	33	0	0	0	0	0	1	1	0
5976	0	0	0	82	60	0	0	0	0	0	1	0	0
5977	0	0	2	64	26	0	0	0	0	0	0	0	0
5978	27	0	0	39	60	0	0	0	0	0	0	0	0
5979	0	0	0	39	28	0	0	0	0	0	0	1	0
5980	0	0	0	68	53	0	0	0	0	0	0	0	0
5981	2	2	7	37	28	1	0	0	0	0	0	1	0
5982				33	28	0	0	0	0	0	0	0	0
