GameID	Precipitation	SnowFall	SnowDepth	MaxTemperature	MinTemperature	FogFlag	ThunderFlag	HailFlag	DustFlag	HighWindFlag	RainFlag	SnowFlag	UnknownPrecipFlag
214	0			50	41	0	0	0	0	0	0	0	0
215	3	0	0	53	35	0	0	0	0	0	0	0	0
216	0	0	0	53	35	0	0	0	0	0	0	0	0
217	27	18	17	30	26	0	0	0	0	0	0	0	0
218	8	0	0	75	59	0	0	0	0	0	0	0	0
219	0	0	0	82	60	1	0	0	1	0	0	0	0
220	0	0	0	77	46	0	0	0	0	0	0	0	0
221	1	0	0	64	60	1	0	0	1	0	1	0	0
222	0	0	0	66	62	0	0	0	0	0	0	0	0
223	0	0	0	84	69	0	0	0	0	0	0	0	0
224	0	0	0	82	62	0	0	0	0	0	0	0	0
225	0	0	0	73	44	0	0	0	0	0	0	0	0
226	0	0	0	69		0	0	0	0	0	0	0	0
227	0	0	0	48	35	0	0	0	0	0	0	0	0
228	3	0	0	62	57	0	0	0	0	0	0	0	0
229	8	0	0	62	50	0	0	0	1	0	0	0	0
230	0			57	37	0	0	0	0	0	0	0	0
231	0	0	0	51	28	0	0	0	0	0	0	0	0
232	0	0	0	51	30	0	0	0	0	0	0	0	0
233	4			55	42	0	0	0	0	0	0	0	0
234	1	0	0	46	37	0	0	0	0	0	0	0	0
235	15	0	0	62	46	0	1	0	1	0	0	0	0
236	0	0	0	62	33	0	0	0	0	0	0	0	0
237	0			44	30	0	0	0	0	0	0	0	0
238	0	0	0	60	32	0	0	0	0	1	0	0	0
239	0	0	0	50	30	0	0	0	0	0	0	0	0
240	14	6	5	35	26	0	0	0	0	0	0	0	0
241	0	0	0	39	24	0	0	0	0	0	0	0	0
242	1	0	0	42	32	1	0	0	1	0	1	0	0
243	0	0	0	78	46	1	0	0	1	0	0	0	0
244	1	0	0	48	37	0	0	0	0	0	0	0	0
245	26	0	0	57	48	1	0	0	1	0	1	0	0
246	0	0	0	73	57	0	0	0	0	0	0	0	0
247	0	0	0	60	39	0	0	0	0	0	0	0	0
248	0	0	0	53	44	0	0	0	0	0	0	0	0
249	0			55	46	0	0	0	0	0	0	0	0
250	0	0	0	55	28	0	0	0	0	0	0	0	0
251	0	0	0	66	48	0	0	0	0	0	0	0	0
252	0	0	0	80	53	1	0	0	1	0	0	0	0
253	0	0	0	78	59	0	0	0	1	0	0	0	0
254	0	0	0	75	50	0	0	0	0	0	0	0	0
255	3			80	57	0	0	0	0	0	0	0	0
256	0	0	0	73	48	0	0	0	1	0	0	0	0
257	10			59	53	0	0	0	0	0	0	0	0
258	2	0	0	64	42	1	0	0	0	0	0	0	0
259	0	0	0	66	55	0	0	0	0	0	0	0	0
260	0	0	0	60	39	1	0	0	1	0	0	0	0
261	0	0	0	66	51	0	0	0	0	0	0	0	0
262	0	0	0	66	37	0	0	0	0	0	0	0	0
263	0	0	0	73	42	1	0	0	0	0	0	0	0
264	0	0	0	71	55	0	0	0	0	0	1	0	0
265	0	0	0	73	39	0	0	0	0	0	0	0	0
266	0			75	59	0	0	0	0	0	0	0	0
267	0	0	0	71	57	1	0	0	1	0	0	0	0
268	0	0	0	71	53	1	0	0	1	0	0	0	0
269	0	0	0	73	57	0	0	0	0	0	0	0	0
270	0	0	0	44	26	0	0	0	0	0	0	0	0
271	0	0	0	57	41	0	0	0	0	0	0	0	0
272	0	0		75	53	0	0	0	0	0	0	0	0
273	2	0	0	69	80	0	0	0	0	0	0	0	0
274	0	0	0	51	75	0	0	0	0	0	0	0	0
275	0	0		75	57	0	0	0	0	0	0	0	0
276	0			51	73	0	0	0	0	0	0	0	0
277	0			87	50	0	0	0	0	0	0	0	0
278	3	0	0	82	69	0	0	0	0	0	0	0	0
279	0	0	0	84	71	0	0	0	0	0	0	0	0
280	0			96	64	0	0	0	0	0	0	0	0
281	0	0	0	69	50	1	0	0	0	0	0	0	0
282	0	0		68	44	0	0	0	0	0	0	0	0
283	0	0	0	71	50	0	0	0	0	0	0	0	0
284	0	0	0	53	62	0	0	0	0	0	0	0	0
285	0	0	0	60	35	0	0	0	0	0	0	0	0
286	0	0	0	33	50	0	0	0	0	0	0	0	0
287	0	0	0	48	37	0	0	0	0	0	0	0	0
288	0			66	53	0	0	0	0	0	0	0	0
289	0			69	42	0	0	0	0	0	0	0	0
290	0	0	0	50	42	0	0	0	0	0	0	0	0
291	0	0	0	51	35	0	0	0	0	0	0	0	0
292	0	0	0	44	51	0	0	0	0	0	0	0	0
293	0			60	46	0	0	0	0	0	0	0	0
294	0	0	0	57	33	0	0	0	0	0	0	0	0
295	0	0	0	53	37	0	0	0	0	0	0	0	0
296	7	0	0	48	37	0	0	0	0	0	0	0	0
297	0	0	0	60	37	0	0	0	0	0	0	0	0
298	0	0	0	26	37	0	0	0	0	0	0	0	0
299	0	0	0	14	26	0	0	0	0	0	0	0	0
300	0	0	0	30	53	0	0	0	0	0	0	0	0
301	0	0	0	80	60	0	0	0	0	0	0	0	0
302	0	0	-999	48	60	0	0	0	0	0	0	0	0
303	0	0	0	60	51	0	0	0	0	0	0	0	0
304	0			89	71	0	0	0	0	0	0	0	0
305	4	0	0	55	37	0	0	0	0	0	0	0	0
306	10			66	59	0	0	0	0	0	0	0	0
307	12			78	53	0	0	0	0	0	0	0	0
308	7	0	0	69	60	0	0	0	0	0	0	0	0
309	0	0	0	69	60	0	0	0	0	0	0	0	0
310	0	0		64	42	0	0	0	0	0	0	0	0
311	0			75	51	0	0	0	0	0	0	0	0
312	0	0	0	69	50	0	0	0	0	0	0	0	0
313	0	0	-999	53	66	0	0	0	0	0	0	0	0
314	0	0		69	42	0	0	0	0	0	0	0	0
315	0	0	-999	30	44	0	0	0	0	0	0	0	0
316	27	0		62	50	0	0	0	0	0	0	0	0
317		0		48	30	0	0	0	0	0	0	0	0
318	8	0		71	48	0	0	0	0	0	0	0	0
319	0	0	0	50	35	0	0	0	0	0	0	0	0
320	0	0	0	50	37	1	0	0	1	0	0	0	0
321	0	0		57	42	0	0	0	0	0	0	0	0
322	0	0	0	35	26	0	0	0	0	0	0	0	0
323	0	0		44	30	0	0	0	0	0	0	0	0
324	1	0		68	37	0	0	0	0	0	0	0	0
325	6	0	10	33	28	0	0	0	0	0	0	0	0
326	8	6	2	23	35	0	0	0	0	0	0	0	0
327	0	0		44	28	0	0	0	0	0	0	0	0
328	0	0	12	24	8	0	0	0	0	0	0	0	0
329	1	0	0	48	26	0	0	0	0	0	0	0	0
330	0	0	0	75	44	0	0	0	0	0	0	0	0
331	0	0	0	64	37	0	0	0	0	0	0	0	0
332	0	0		53	57	0	0	0	0	0	0	0	0
333	0	0		50	66	0	0	0	0	0	0	0	0
334	0	0		60	39	0	0	0	0	0	0	0	0
335	0	0		82	44	0	0	0	0	0	0	0	0
336	0	0	0	60	48	0	0	0	0	0	0	0	0
337	0	0		32	46	0	0	0	0	0	0	0	0
338	4	0	0	44	48	0	0	0	0	0	0	0	0
339	0			41	51	0	0	0	0	0	0	0	0
340	5	0		46	55	0	0	0	0	0	0	0	0
341	26	0	0	55	39	0	0	0	0	0	0	0	0
342	0	0		30	14	0	0	0	0	0	0	0	0
343	10	0	0	53	39	0	0	0	0	0	0	0	0
344	6	0		51	35	0	0	0	0	0	0	0	0
345	0	0		55	41	0	0	0	0	0	0	0	0
346	0	0		39	26	0	0	0	0	0	0	0	0
347	0			42	19	0	0	0	0	0	0	0	0
348	0	0		39	24	0	0	0	0	0	0	0	0
349	0	0	0	33	39	0	0	0	0	0	0	0	0
350	4			71	60	0	0	0	0	0	0	0	0
351	0			55	42	0	0	0	0	0	0	0	0
352	0			66	53	0	0	0	0	0	0	0	0
353	11	0	0	60	50	0	0	0	0	0	0	0	0
354	0	0	0	53	30	0	0	0	0	0	0	0	0
355	0	0	0	57	39	0	0	0	0	0	0	0	0
356	0	0	0	57	42	0	0	0	0	0	0	0	0
357	0	0	-999	42	46	0	0	0	0	0	0	0	0
358	-999			41	53	0	0	0	0	0	0	0	0
359	0	0		60	37	0	0	0	0	0	0	0	0
360	0	0	0	55	39	0	0	0	0	0	0	0	0
361	0	0	0	44	30	0	0	0	0	0	0	0	0
362	0	0		37	53	0	0	0	0	0	0	0	0
363	3	0		60	39	0	0	0	0	0	0	0	0
364	0	0	0	53	35	0	0	0	0	0	0	0	0
365	0	0	0	46	33	0	0	0	0	0	0	0	0
366	0	0	0	39	33	0	0	0	0	0	0	0	0
367	0	0	0	48	33	0	0	0	0	0	0	0	0
368	0			50	26	0	0	0	0	0	0	0	0
369	0	0	0	46	26	0	0	0	0	0	0	0	0
370	0	0		26	44	0	0	0	0	0	0	0	0
371	0	0	0	35	21	0	0	0	0	0	0	0	0
372	0	0	0	41	17	0	0	0	0	0	0	0	0
373	-999			19	33	0	0	0	0	0	0	0	0
374	0	0		42	23	0	0	0	0	0	0	0	0
375	0	-999		30	37	0	0	0	0	0	0	0	0
376	0	0	0	86	68	0	0	0	1	0	0	0	0
377	0	0		50	33	0	0	0	0	0	0	0	0
378	10	0	0	62	55	0	0	0	0	0	0	0	0
379	0	0	0	66	50	0	0	0	0	0	0	0	0
380	0			64	39	0	0	0	0	0	0	0	0
381	3			66	53	0	0	0	0	0	0	0	0
382	0	0	0	48	39	0	0	0	0	0	0	0	0
383	0			48	26	0	0	0	0	0	0	0	0
384	0			46	39	0	0	0	0	0	0	0	0
385	0	0	0	64	41	0	0	0	0	0	0	0	0
386	0			73	37	0	0	0	0	0	0	0	0
387	0	0	0	71	39	0	0	0	0	0	0	0	0
388	0			41	66	0	0	0	0	0	0	0	0
389	0	0		48	39	0	0	0	0	0	0	0	0
390	0			42	30	0	0	0	0	0	0	0	0
391	0	0	0	51	37	0	0	0	0	0	0	0	0
392				53	39	0	0	0	0	0	0	0	0
393	0	0		48	42	0	0	0	0	0	0	0	0
394	0	0		44	35	0	0	0	0	0	0	0	0
395	1	0	0	48	60	0	0	0	0	0	0	0	0
396	0	0		35	28	0	0	0	0	0	0	0	0
397	0	0	0	46	30	0	0	0	0	0	0	0	0
398	1	0	0	41	33	1	0	0	1	0	1	0	0
399	0	0	0	41	26	0	0	0	0	0	0	0	0
400	0	0	5	42	19	0	0	0	0	0	0	0	0
401	0	0		46	21	0	0	0	0	0	0	0	0
402	0	0	12	8	-2	0	0	0	0	0	0	0	0
403	0	0	0	59	44	0	0	0	1	0	0	0	0
404	0	0		73	62	0	0	0	0	0	0	0	0
405	0	0	0	53	42	0	0	0	0	0	1	0	0
406	0	0		87	60	0	0	0	0	0	0	0	0
407	0			80	55	0	0	0	0	0	0	0	0
408	0	0		46	60	0	0	0	0	0	0	0	0
409	0	0	0	51	37	0	0	0	0	0	0	0	0
410	0	0		69	39	0	0	0	0	0	0	0	0
411	0	0	0	69	53	0	0	0	0	0	0	0	0
412	0	0	0	80	55	1	0	0	1	0	0	0	0
413	0	0		71	50	0	0	0	0	0	0	0	0
414	0			75	57	0	0	0	0	0	0	0	0
415	0	0	0	53	51	1	0	0	0	0	1	0	0
416	33	0		55	50	0	0	0	0	0	0	0	0
417				69	59	0	0	0	0	0	0	0	0
418	0			78	51	0	0	0	0	0	0	0	0
419	0	0	0	53	41	0	0	0	0	0	0	0	0
420	0			59	39	0	0	0	0	0	0	0	0
421	0	0	0	46	28	0	0	0	1	0	0	0	0
422	0	0		55	48	0	0	0	0	0	0	0	0
423	0			30	48	0	0	0	0	0	0	0	0
424	0	0		59	32	0	0	0	0	0	0	0	0
425	0	0	0	55	44	0	0	0	0	0	0	0	0
426	0	0		55	26	0	0	0	0	0	0	0	0
427	0	0	0	59	42	0	0	0	0	0	0	0	0
428	0	0	0	35	26	0	0	0	0	0	0	0	0
429	7			86	57	0	0	0	0	0	0	0	0
430	20			62	46	0	0	0	0	0	0	0	0
431	1			60	51	0	0	0	0	0	0	0	0
432	0	0	0	73	53	1	0	0	1	0	0	0	0
433	0	0		77	44	0	0	0	0	0	0	0	0
434	0	0	0	77	53	1	0	0	0	0	0	0	0
435	0	0	0	66	48	0	0	0	1	0	0	0	0
436	0	0		84	60	0	0	0	0	0	0	0	0
437	0	0		84	60	0	0	0	0	0	0	0	0
438	0	0		80	60	0	0	0	0	0	0	0	0
439	0			75	48	0	0	0	0	0	0	0	0
440	0	0	0	78	51	0	0	0	0	0	0	0	0
441	0			78	46	0	0	0	0	0	0	0	0
442	0	0	0	57	39	0	0	0	0	0	0	0	0
443	0	0		55	46	0	0	0	0	0	0	0	0
444	1	0	0	37	30	0	0	0	0	0	0	0	0
445	2	0	0	37	32	0	0	0	0	0	0	0	0
446	0	0		39	33	0	0	0	0	0	0	0	0
447	0			48	39	0	0	0	0	0	0	0	0
448	4	0	0	51	39	0	0	0	0	0	0	0	0
449	0	0		32	19	0	0	0	0	0	0	0	0
450	0	0	0	62	37	0	0	0	1	0	0	0	0
451	5	0		57	42	0	0	0	0	0	0	0	0
452	0	0	0	60	48	1	0	0	1	0	0	0	0
453	1		-999	39	44	0	0	0	0	0	0	0	0
454	7			48	33	0	0	0	0	0	0	0	0
455	0	0	0	62	39	1	0	0	1	0	0	0	0
456	0		-999	26	35	0	0	0	0	0	0	0	0
457	0			41	30	0	0	0	0	0	0	0	0
458	0	0		35	24	0	0	0	0	0	0	0	0
459	0	0	0	66	59	0	0	0	0	0	0	0	0
460	0	0	0	69	41	0	0	0	0	0	0	0	0
461	0	0	0	60	46	0	0	0	0	0	0	0	0
462	0	0	0	75	55	0	0	0	0	0	0	0	0
463	0	0	0	62	53	0	0	0	0	0	0	0	0
464	17	0	0	57	41	0	0	0	0	0	0	0	0
465	0	0	0	71	53	0	0	0	0	0	0	0	0
466	0	0	0	48	32	0	0	0	0	0	0	0	0
467	0	0	0	66	42	0	0	0	0	0	0	0	0
468	0	0	0	53	44	1	0	0	1	0	0	0	0
469	0	0	0	53	44	0	0	0	0	0	0	0	0
470	9	0	0	55	50	0	0	0	0	0	0	0	0
471	0	0	0	60	55	0	0	0	0	0	0	0	0
472	0	0	0	68	48	0	0	0	1	0	0	0	0
473	7	0	0	62	44	0	0	0	0	0	0	0	0
474	4	0	0	68	51	0	0	0	0	0	0	0	0
475	0	0	0	53	39	0	0	0	0	0	0	0	0
476	10	0	0	66	50	0	0	0	0	0	0	0	0
477	0	0	0	48	33	0	0	0	0	0	0	0	0
478	0	0	0	55	37	0	0	0	0	0	0	0	0
479	0	0	0	51	41	0	0	0	0	0	0	0	0
480	0	0	0	48	30	0	0	0	0	0	0	0	0
481	0	0	0	53	33	0	0	0	0	0	0	0	0
482	0	0	0	53	41	1	0	0	1	0	0	0	0
483	0	0	0	39	37	0	0	0	0	0	0	0	0
484	1	1	0	35	30	0	0	0	0	0	0	0	0
485	0	0	0	55	46	0	0	0	0	0	0	0	0
486	0	0	0	46	33	0	0	0	1	0	0	0	0
487	0	0	0	53	39	1	0	0	1	0	1	0	0
488	6			55	30	0	0	0	0	0	0	0	0
489	0	0	0	55	35	0	0	0	0	0	0	0	0
490	0	0	0	62	41	0	0	0	0	0	0	0	0
491	0	0	0	73	46	0	0	0	0	0	0	0	0
492	0	0	0	68	42	0	0	0	1	0	0	0	0
493	0	0	0	77	53	0	0	0	0	0	0	0	0
494	0	0	0	69	53	0	0	0	0	0	0	0	0
495	7	0	0	75	55	0	0	0	0	0	0	0	0
496	0	0	0	73	50	0	0	0	1	0	0	0	0
497	0	0	0	77	64	0	0	0	0	0	0	0	0
498	0	0	0	82	60	0	0	0	0	0	0	0	0
499	0	0	0	64	39	0	0	0	0	0	0	0	0
500	0	0	0	60	53	0	0	0	0	0	0	0	0
501	0	0	0	66	33	0	0	0	0	0	0	0	0
502	0	0	0	60	46	0	0	0	0	0	0	0	0
503	0	0	0	73	44	0	0	0	0	0	0	0	0
504	0	0	0	71	46	0	0	0	0	0	0	0	0
505	0	0	0	68	53	0	0	0	0	0	0	0	0
506	0	0	0	66	44	0	0	0	0	0	0	0	0
507	0	0	0	55	39	0	0	0	0	0	0	0	0
508	0	0	0	84	53	0	0	0	0	0	0	0	0
509	0	0	0	50	37	0	0	0	1	0	1	0	0
510	0	0	0	50	32	0	0	0	0	0	0	0	0
511	3	0	0	60	46	0	0	0	0	0	0	0	0
